SIC	Description
354101	Metallizing (Mfrs)
355912	Metallizing Equipment (Mfrs)
873412	Metallurgists
504918	Metallurgists Equipment & Supplies-Whls
346917	Metal-Perforating & Punching (Mfrs)
279611	Metal-Photoetching (Mfrs)
349904	Metal-Powder Products (Mfrs)
289903	Metal-Powder-Fabricators (Mfrs)
349616	Metal-Powder-Parts-Fabricators (Mfrs)
335603	Metal-Rolling & Forming (Mfrs)
505115	Metals-Base (Whls)
344406	Metals-Clad (Mfrs)
331602	Metals-Corrugated (Mfrs)
509411	Metals-Precious Sheet Wire Tubing (Whls)
347915	Metals-Pre-Coated (Mfrs)
509422	Metals-Rare (Whls)
505130	Metal-Steel (Whls)
873454	Metals-Testing
344211	Metal-Trim (Mfrs)
354998	Metalworking Machinery Nec (Mfrs)
599942	Metaphysical Supplies & Services
804905	Metaphysicians
899922	Meteorological Consultants
504919	Meteorological Instruments (Whls)
899926	Meteorologists
382405	Meter Mfrs & Suppliers
506321	Meters (Whls)
769966	Meters-Repairing
495324	Meth Lab Cleanup
286105	Methanol (Mfrs)
549927	Mexican & Latin American Food Products
209908	Mexican Food Products-Manufacturers
514104	Mexican Food Products-Wholesale
599934	Mexican Goods
508421	Mezzanine & Platform Systs/Equip (Whls)
329901	Mica (Mfrs)
807114	Microbiologists
504434	Microfilm Storage (Whls)
386102	Microfilming Service Equip & Supls-Mfrs
738976	Microfilming Service Equipment & Supls
504429	Micrographics Service Equip/Supls (Whls)
504920	Micrometers (Whls)
573610	Microphones
367403	Microprocessors-Manufacturers
504713	Microscopes (Whls)
506524	Microwave Comm Equip & Systems (Whls)
572201	Microwave Ovens
762919	Microwave Ovens-Repairing
506371	Microwave Ovens-Supplies & Parts (Whls)
506433	Microwave Ovens-Wholesale
762920	Microwave Service & Equipment
594734	Middle Eastern Goods
559915	Midget Race Cars & Equipment
804904	Midwives
734939	Mildewproofing
971109	Military Bases
809950	Milk Banks
514307	Milk Buyers (Whls)
355608	Milk Dispensers-Manufacturers
024102	Milk-Condensed Evaporated Etc
514963	Milk-Powdered (Whls)
229913	Mill Ends (Mfrs)
508562	Mill Equipment & Supplies (Whls)
563209	Millinery-Retail
513141	Millinery-Supplies (Whls)
513739	Millinery-Wholesale
204102	Milling (Mfrs)
354513	Milling Cutters (Mfrs)
354110	Milling Machines (Mfrs)
229920	Mills Fiber
204107	Mills-Flour Oat & Bran (Mfrs)
243102	Millwork (Mfrs)
521169	Millwork-Retail
503111	Millwork-Wholesale
179606	Millwrights
411911	Mine Rescue
162925	Mine Shaft Contractors
149902	Mineral Exploration
291108	Mineral Spirits (Mfrs)
208605	Mineral Water (Mfrs)
329698	Mineral Wool (Mfrs)
999920	Mineralogists
999923	Minerals
329598	Minerals/Earths-Ground Or Treated (Mfrs)
149908	Mines
108102	Mines-Exploration
594505	Miniature Items For Collectors
509222	Miniatures For Collectors-Wholesale
594158	Mini-Bike Dealers
351902	Mini-Bike Engines (Mfrs)
571960	Mini-Blinds-Supplies & Parts
621106	Mining Brokers
149901	Mining Companies
874844	Mining Consultants
149903	Mining Contractors
599928	Mining Equipment & Supplies-Retail
508211	Mining Equipment (Whls)
866127	Ministries-Out Reach
931105	Mints (Coin Minting)
571924	Mirrors
323104	Mirrors-Manufacturers
769935	Mirrors-Resilvering
502325	Mirrors-Wholesale
615999	Misc Business Credit Institutions
506399	Misc Electrical Goods (Whls)
735999	Misc Equipment-Rental & Leasing
508499	Misc Indstrl Equip & Supls Nec (Whls)
519999	Misc Non-Durable Goods Nec (Whls)
508799	Misc Svc Establishment Equip/Supl (Whls)
549999	Miscellaneous Food Stores
571999	Miscellaneous Homefurnishings Stores
508599	Miscellaneous Industrial Supplies (Whls)
615998	Miscellaneous Leasing Companies
091998	Miscellaneous Marine Products
109999	Miscellaneous Metal Ores Nec
149998	Miscellaneous Nonmetallic Minerals
729999	Miscellaneous Personal Services Nec
599999	Miscellaneous Retail Stores Nec
376401	Missile & Rocket Components-Mfrs
381211	Missile & Rocket Propulsion Equip (Mfrs)
376901	Missile & Rocket Research & Dev (Mfrs)
376101	Missile & Rocket-Manufacturers
508573	Missile & Rockets Equip & Supls (Whls)
381210	Missile/Rocket Instr/Guidance Eqpt (Mfr)
729987	Missing Persons Bureaus
832214	Missions
507444	Misting Systems-Outdoor (Whls)
508225	Mixing & Agitation Machinery (Whls)
581242	Mobile Concessions
792910	Mobile Discotheques
655203	Mobile Homes & Trailers-Parks Designers
179927	Mobile Homes-Anchoring Service
653129	Mobile Homes-Consultants
527102	Mobile Homes-Dealers
527101	Mobile Homes-Dealers-Used
503917	Mobile Homes-Distributors (Whls)
527103	Mobile Homes-Equipment & Parts
344804	Mobile Homes-Equipment & Parts-Mfrs
503926	Mobile Homes-Equipment & Parts-Wholesale
614106	Mobile Homes-Financing
152116	Mobile Homes-Improvements
245101	Mobile Homes-Manufacturers
503920	Mobile Homes-Mfrs-Equip/Supls (Whls)
655204	Mobile Homes-Park Developers
651501	Mobile Homes-Parks & Communities
751902	Mobile Homes-Renting & Leasing
152118	Mobile Homes-Repairing & Service
176119	Mobile Homes-Roofing & Roof Covering
421312	Mobile Homes-Transporting
734924	Mobile Homes-Washing & Cleaning
152135	Mobile Offices & Coml Units-Repairing
527104	Mobile Offices & Commercial Units
751911	Mobile Offices/Commercial Units-Renting
481209	Mobile Radio Emergency Communications
506516	Mobile Telephone Equip & Supls (Whls)
481205	Mobile Telephone Service
481310	Mobile Telephone Service-Non Cellular
506521	Mobile Telephone Units (Whls)
734948	Mobile Washing Service
569924	Moccasins
799948	Model Car Racing Centers
354301	Model Makers (Mfrs)
594543	Model Mfrs-Toys & Hobbies
594535	Model Railroad Equipment & Supplies
736301	Modeling Agencies
829913	Modeling Schools
366104	Modems & Set-Tops (Mfrs)
521156	Modular Homes-Dealers
252203	Modular Products-Manufacturers
515915	Mohair (Whls)
382314	Moisture Detection Equipment (Mfrs)
514901	Molasses (Whls)
354415	Mold Makers (Mfrs)
495911	Mold Mildew Moisture Control & Abatement
354416	Mold Polishing & Finishing (Mfrs)
306198	Molded Extruded/Lathe Cut Rbbr Gds
503112	Moldings (Whls)
354405	Molds (Mfrs)
308924	Molds Mfrs' Materials (Mfrs)
866124	Monasteries
609904	Money Brokers
672201	Money Market Funds
609902	Money Order Service
609914	Money Order Systems
609910	Money Transfer Service
594905	Monograms
508821	Monorail Systems (Whls)
821105	Montessori Schools
509940	Monument Makers Equipment (Whls)
599972	Monuments
738952	Monuments-Cleaning
328104	Monuments-Manufacturers
509907	Monuments-Wholesale
792923	Moonwalks
449101	Moorages
557104	Mopeds
508730	Mops (Whls)
239212	Mops-Manufacturers
735994	Mops-Rental
503214	Mortar (Whls)
616203	Mortgage Amortization Schedules
824408	Mortgage Brokers School
616204	Mortgage Feasibility Consultants
411916	Mortuary Transportation Service
503213	Mosaics (Whls)
866114	Mosques
866137	Mosques Muslim-Islamic Charitable-Orgztn
821117	Mosques Muslim-Islamic Educational Instn
495906	Mosquito Abatement
085103	Moss Control
179962	Moss Removal
874803	Motel & Hotel Consultants
508725	Motel & Hotel Equipment & Supls (Whls)
358907	Motel & Hotel Equipment & Supplies-Mfrs
738977	Motels & Hotels Reservations
734206	Mothproofing
287908	Mothproofing Supplies (Mfrs)
781917	Motion Picture Casting
781905	Motion Picture Consultants
504304	Motion Picture Equip & Supplies (Whls)
386105	Motion Picture Equip & Supplies-Mfrs
504303	Motion Picture Film (Whls)
782902	Motion Picture Film-Delivery
782202	Motion Picture Film-Distrs & Exchs
781215	Motion Picture Film-Dubbing
781920	Motion Picture Film-Edit Fclts-Renting
781904	Motion Picture Film-Editing
781922	Motion Picture Film-Inspctn-Cleaning/Etc
782901	Motion Picture Film-Libraries
781921	Motion Picture Film-Music Scoring
422610	Motion Picture Film-Storage
781907	Motion Picture Laboratories
781911	Motion Picture Location Service
781205	Motion Picture Producers & Studios
781204	Motion Picture Projection Service
504309	Motion Picture Properties (Whls)
781906	Motion Picture Representatives
781914	Motion Picture Research Service
781924	Motion Picture Screening Rooms
781918	Motion Picture Servicing
154217	Motion Picture Set Design & Construction
781207	Motion Picture Sound Services
781909	Motion Picture Special Effects
781216	Motion Picture Stock Shots
781915	Motion Picture Technicians
874233	Motivation Consultants
829916	Motivational & Self Improvement Training
362198	Motor & Generator-Manufacturers
501225	Motor Carrier (Whls)
556107	Motor Homes Equipment & Parts
371601	Motor Homes-Manufacturers
751905	Motor Homes-Renting & Leasing
753909	Motor Homes-Repairing & Service
556108	Motor Homes-Retail
552198	Motor Vehicle Dealers-Used Only
371198	Motor Vhcls/Passenger Car Bodies (Mfrs)
794804	Motorcross Facilities
553149	Motorcycle & Motor Scooter Tires
556112	Motorcycle Campers-Retail
754915	Motorcycle Inspection Stations
829967	Motorcycle Instruction
472518	Motorcycle Tours
501507	Motorcycle/Mtr Sctrs-Pt/Supl-Used (Whls)
375198	Motorcycle-Bicycle & Parts (Mfrs)
557105	Motorcycles & Motor Scooters-Accessories
557106	Motorcycles & Motor Scooters-Dealers
375104	Motorcycles & Motor Scooters-Mfrs
753210	Motorcycles & Motor Scooters-Painting
799947	Motorcycles & Motor Scooters-Rent/Lease
769967	Motorcycles & Motor Scooters-Rpr & Svc
557103	Motorcycles & Motor Scooters-Supplies
557109	Motorcycles & Motor Scooters-Used
753833	Motorcycles Engine Rebuilding
557111	Motorcycles-Antique & Classic
375105	Motorcycles-Custom Built (Mfrs)
753211	Motorcycles-Customizing
375103	Motorcycles-Supls & Parts-Manufacturers
501308	Motorcycles-Supls & Parts-Wholesale
754926	Motorcycles-Transporting
243107	Mouldings-Injection (Mfrs)
799965	Mountain Climbing Instruction
278903	Mounting & Finishing (Mfrs)
421401	Movers
593240	Movie Memorabilia
573505	Movies Retail
751302	Moving Supplies & Equipment
735934	Moving Supplies & Equipment-Renting
751304	Moving-Self-Service
078210	Mowing Service
138902	Mud Jacking Contractors
873453	Mudlogging
753301	Mufflers & Exhaust Systems-Engine
371407	Mufflers & Exhaust Systems-Engine-Mfrs
501307	Mufflers & Exhaust Systems-Engine-Whls
571962	Mugs
526134	Mulches
874248	Multi-Level Marketing
274119	Multimedia (Mfrs)
874877	Municipal Consultants
508729	Municipal Supplies (Whls)
912107	Municipalities
599971	Murals
841201	Museums
018201	Mushrooms
792908	Music & Live Entertainment
899921	Music Arrangers & Composers
278908	Music Binding (Mfrs)
594502	Music Boxes
829936	Music Colleges & Music Teachers
792221	Music Composers' Agents
899927	Music Copyists
573609	Music Dealers
829981	Music Instruction-Children
829918	Music Instruction-Instrumental
829915	Music Instruction-Vocal
866129	Music Ministry
738985	Music Production Consultants
274104	Music Publishers (Mfrs)
792911	Music Recorded Dance
573614	Music Rolls
792909	Music Shows
792201	Music Societies
593252	Music Stores-Vintage
804958	Music Therapy
829938	Music Workshops
511230	Music Writers Supplies (Whls)
573608	Musical Instruments-Dealers
393102	Musical Instruments-Manufacturers
735936	Musical Instruments-Rental
769969	Musical Instruments-Repairing
393101	Musical Instruments-Supls & Acces-Mfrs
509927	Musical Instruments-Supls & Acces-Whls
573607	Musical Instruments-Supplies & Acces
593212	Musical Instruments-Used
509910	Musical Instruments-Wholesale
792231	Musical Productions
738980	Music-Background & Foreground
792903	Music-Entertainment
792906	Musicians
275920	Music-Manuscript Reproductions (Mfrs)
274113	Music-Printers & Engravers (Mfrs)
735987	Music-Rental
203505	Mustard (Mfrs)
621104	Mutual Funds
804906	Myofunctional Therapy
804936	Myotherapy
399980	Nail Clippers Mfrs
354212	Nail Making Machinery (Mfrs)
284401	Nail Polish-Manufacturers
244198	Nailed/Lock Cor Wood Boxes/Shook (Mfrs)
513156	Nailheads & Nailhead Trimming (Whls)
503908	Nailing Machinery (Whls)
505114	Nails & Tacks (Whls)
331507	Nails & Tacks-Manufacturers
509912	Name Plates (Whls)
347913	Name Plates-Manufacturers
517225	Naphtha (Whls)
809917	Naprapaths
922107	Narcotic & Contraband Dogs
224198	Narrow Fabric & Other Smallwares-Mills
594740	Nascar Collectibles & Apparel
799922	National Landmark
841211	National Monuments
549946	Native American Foods
594709	Native American Goods
391106	Native American Goods-Manufacturers
509424	Native American Goods-Wholesale
594739	Native American Jewelry
839913	Native American Reservations & Tribes
864115	Natives Service Organizations
209909	Natural Food Products-Manufacturers
514949	Natural Foods-Wholesale
132198	Natural Gas Liquids
492298	Natural Gas Transmission
492398	Natural Gas Transmission & Distribution
804954	Natural Health & Education
874260	Natural Resources Consultants
842202	Nature Centers
508813	Nautical Instruments (Whls)
871101	Naval Architects
286104	Naval Stores (Mfrs)
874261	Navigation Consultants
824922	Navigation Schools
573135	Navigational Systems
232302	Neckwear-Manufacturers Supplies (Mfrs)
232301	Neckwear-Mens-Manufacturers
561108	Neckwear-Retail
513610	Neckwear-Wholesale
233901	Neckwear-Womens-Manufacturers
594901	Needles
229908	Needlework & Needlework Materials-Mfrs
594904	Needlework & Needlework Materials-Retail
513122	Needlework & Needlework Mtrls-Whls/Mfr
234102	Negligees-Manufacturers
594730	Neon Novelties
504649	Neon Signs (Whls)
801114	Neonatologists
801127	Nephrology
221115	Nets & Nettings-Mfrs
513155	Nets & Nettings-Wholesale
594101	Nettings-Retail
829965	Neuro-Linguistic Programming
804961	Neuropaths
599401	News Dealers
271102	News Dealers-Manufacturers
272103	News Publications-Trade/Assn/Etc (Mfrs)
738301	News Service
272104	Newsletters (Mfrs)
899928	Newspaper Correspondents
519205	Newspaper Dealers-Back Number (Whls)
596302	Newspaper Delivery
519203	Newspaper Distributors (Whls)
738302	Newspaper Feature Syndicates
271198	Newspaper Publishing & Printing (Mfrs)
731309	Newspaper Representatives
271101	Newspapers (Publishers/Mfrs)
599403	Newsracks
782203	Newsreels
804990	Nia-Neuromuscular Interactive Action
516931	Nickel (Whls)
581304	Night Clubs
581308	Night Clubs Information Service
516950	Nitrogen (Whls)
999925	Noise Control Consultants
999977	Nonclassified Establishments
999999	Nonclassified Establishments
329798	Nonclay Refractories (Mfrs)
364498	Noncurrent-Carrying Wiring Devices (Mfr)
609198	Nondeposit Trust Facilities
336401	Nonferrous Die Castings-Ex Alum (Mfrs)
346398	Nonferrous Forgings (Mfrs)
336998	Nonferrous Foundries-Ex Aluminum/Copper
505146	Non-Ferrous Metals (Whls)
329998	Nonmetallic Mineral Products Nec (Mfrs)
148198	Nonmetallic Minerals Svc-Except Fuels
839998	Non-Profit Organizations
229701	Nonwoven Fabrics (Mfrs)
209802	Noodles (Mfrs)
738979	Notaries-Public
616206	Notes & Contracts Buyers
228401	Notions-Manufacturers
594903	Notions-Retail
513120	Notions-Wholesale
323107	Novelties-Manufacturers
594707	Novelties-Retail
519914	Novelties-Wholesale
507208	Nozzles (Whls)
874851	Nuclear Energy Consultants
807116	Nuclear Energy Laboratories
286905	Nuclear Fuels (Mfrs)
283413	Nuclear Medicine Supplies & Acces (Mfrs)
344312	Nuclear Reactors-Manufacturers
873450	Nuclear Research & Development
703207	Nudist Organizations
703204	Nudist Parks
357901	Numbering Machines (Mfrs)
354117	Numerical Control Machining (Mfrs)
519306	Nurseries-Plants Trees & Etc-Wholesale
526108	Nurserymen
352401	Nurserymen Equipment & Supplies (Mfrs)
804908	Nurses & Nurses' Registries
824901	Nurses Schools
569929	Nurses Supplies
804927	Nurses Unlicensed
804955	Nurses-Licensed-Anesthetist
804907	Nurses-Practitioners
736116	Nurses-Recruitment
805101	Nursing & Convalescent Homes
805999	Nursing & Personal Care Nec
874874	Nursing Consultants
504737	Nursing Home Equipment & Supls (Whls)
832216	Nursing Home Information & Referral
805907	Nursing Home Services
874107	Nursing Homes Management Service
804952	Nursing Services
352321	Nut Cracking & Shelling Machines (Mfrs)
508338	Nut Roasting Machines (Whls)
549936	Nutrients
209918	Nutritional Food Supplements-Mfr
804909	Nutritionists
544102	Nuts-Edible
072308	Nuts-Edible-Processing
514510	Nuts-Edible-Wholesale & Processing
513125	Nylon Fabrics (Whls)
229918	Oakum (Mfrs)
873306	Observatories
519985	Occult Supplies-Wholesale
804910	Occupational Health & Safety Services
804911	Occupational Therapists
504742	Occupational Therapy Equip & Supplies
442401	Ocean-Freight
873107	Oceanographers
508815	Oceanographic Equipment (Whls)
873314	Oceanographic Research & Development
516938	Odor Neutralizers (Whls)
738217	Offender Monitoring Services
653102	Office & Desk Space-Rental
254201	Office & Store Fixtures-Ex Wood (Mfrs)
254198	Office & Store Fixtures-Wood (Mfrs)
651202	Office Buildings & Parks
504498	Office Equipment (Whls)
502112	Office Furniture & Equip-Dealers (Whls)
502122	Office Furniture & Equip-Instltn (Whls)
252204	Office Furniture & Equip-Mfrs
735935	Office Furniture & Equip-Renting
764106	Office Furniture & Equip-Rpr & Refinish
593211	Office Furniture & Equip-Used
502113	Office Furniture & Equip-Wholesale
252298	Office Furniture-Except Wood (Mfrs)
357998	Office Machines Nec (Mfrs)
504621	Office Partitions (Whls)
738983	Office Records-Storage
154229	Office Remodeling
152148	Office Renovation Svc
874122	Office Services
594301	Office Supplies
511203	Office Supplies-Commercial (Whls)
267911	Office Supplies-Manufacturers
511205	Office Supplies-Wholesale
422513	Office Warehouses
803198	Offices & Clinics Of Doctors-Osteopathy
804999	Offices Of Health Practitioners Nec
553142	Off-Road Vehicles-Equip Parts & Acces
279612	Offset Negative & Plate Service (Mfrs)
275208	Offset Reproductions (Mfrs)
355501	Offset Reproductions Equip & Supl (Mfrs)
138918	Offshore Platforms/Oil
138204	Oil & Gas Consultant
138203	Oil & Gas Exploration & Development
138928	Oil & Gas Field Training
131101	Oil & Gas Producers
138208	Oil & Gas Services
138921	Oil & Gas Well Plugging
353398	Oil & Gas-Field Machinery/Equip (Mfrs)
138999	Oil & Gas-Field Services Nec
131104	Oil & Gas-Production
516909	Oil Additives-Distributors (Whls)
289915	Oil Additives-Manufacturers
621103	Oil Brokers
